Shops,ATMs,Downtown,Weekday,Center,High,Withdraw
984,11,1,1,0,0,66.54826812
1002,10,1,1,0,0,71.01489943
106,4,0,0,0,1,17.94101902
997,9,1,0,1,0,95.13560473
1026,7,1,1,0,0,74.9894752
1002,11,1,0,1,1,94.34147675
104,4,0,1,0,1,15.67124621
990,9,1,0,0,1,70.76429751
98,5,0,1,0,1,14.49419547
103,3,0,1,0,1,16.75512072
990,11,1,0,0,1,69.63803555
983,11,1,1,1,1,70.65893405
89,3,0,1,0,1,16.66519653
97,5,0,1,0,0,13.87759513
97,2,0,1,0,0,16.89145053
92,2,0,0,1,1,23.53728094
1019,11,1,0,1,0,96.19182742
104,3,0,0,1,0,22.22409463
111,3,0,1,0,0,15.05514938
103,2,0,1,0,0,16.85314446
994,7,1,1,1,0,74.2722422
107,5,0,1,0,0,13.79483222
1012,10,1,0,1,0,95.96232455
105,2,0,0,0,1,20.23922048
98,3,0,1,1,1,20.19622722
996,12,1,1,0,1,66.92614366
965,9,1,1,0,0,66.47172472
1005,14,1,1,0,0,66.47076605
991,11,1,1,0,0,67.71259543
978,10,1,1,0,1,67.32614898
100,3,0,1,0,0,14.77290978
109,3,0,1,0,1,17.05378295
1017,9,1,1,1,0,74.63632058
1001,10,1,1,0,1,70.05959634
997,8,1,1,0,0,70.4257681
983,10,1,1,0,0,67.69228905
999,12,1,0,0,1,69.86016339
104,3,0,1,0,1,17.43379624
1033,9,1,1,0,0,73.65394306
993,11,1,1,0,0,67.46872935
101,4,0,0,0,0,16.72981761
102,2,0,1,0,0,16.46419746
979,8,1,1,0,0,68.75128835
1011,11,1,1,0,1,70.6831945
1005,8,1,1,0,1,73.28081257
1011,15,1,1,0,1,66.22959214
106,3,0,1,0,0,15.15954526
105,2,0,1,1,0,19.4351056
1006,11,1,1,0,1,69.46884037
1016,12,1,1,0,1,69.26635177
1007,11,1,1,0,0,67.78469293
1024,9,1,1,0,0,72.84758788
97,2,0,1,0,1,17.95826411
103,4,0,1,0,0,15.07844001
111,3,0,1,0,0,15.89977041
1008,10,1,1,0,1,70.55123385
97,4,0,0,0,1,18.02851467
976,9,1,1,0,0,66.9186388
972,14,1,0,0,0,64.46230144
1011,11,1,1,0,0,69.25298715
978,11,1,1,0,0,66.17739156
108,3,0,1,0,1,16.39874669
1012,8,1,1,0,1,73.01171795
990,10,1,1,0,0,67.76053706
1022,12,1,0,0,1,72.16528557
997,9,1,1,0,0,69.50031763
99,4,0,1,0,0,14.48612136
1005,8,1,1,1,1,75.47183042
1006,9,1,0,1,0,95.85084603
104,5,0,1,0,0,13.04584725
1014,14,1,1,0,0,66.03757871
998,10,1,1,0,0,69.72830719
1019,10,1,0,0,0,73.35454196
100,3,0,1,0,0,15.96065926
1019,11,1,1,0,0,69.74392748
992,9,1,1,1,1,73.33643468
986,9,1,1,0,1,68.98739993
1016,8,1,1,0,1,74.4215034
976,10,1,1,0,0,66.57584009
98,5,0,1,0,1,15.23434426
978,9,1,1,0,0,67.12599916
991,7,1,1,0,0,70.56646848
991,10,1,1,0,0,68.41820435
1014,15,1,0,0,0,67.48607456
1009,10,1,0,0,0,72.27134303
987,10,1,0,0,0,70.87827707
967,9,1,0,0,0,67.87560745
94,3,0,1,0,0,14.73435844
96,3,0,1,0,0,14.52849972
1010,8,1,1,0,1,73.35073451
1033,6,1,0,0,1,79.82911975
989,8,1,1,0,0,69.79587106
946,10,1,1,0,0,63.09017048
101,3,0,1,0,0,15.72066333
102,5,0,0,0,1,16.66666629
983,12,1,1,0,0,65.09164096
102,4,0,1,0,0,14.76833112
1003,10,1,1,0,1,70.22253816
95,3,0,1,0,1,15.50982287
103,3,0,1,0,0,15.91864654
1002,12,1,0,0,1,71.22625866
1005,8,1,1,0,0,71.3517775
100,2,0,1,0,1,17.87789344
96,4,0,1,0,0,13.95912774
1038,11,1,0,0,0,74.93181657
949,8,1,0,0,0,67.30686241
991,8,1,1,0,0,70.06435083
985,11,1,1,0,0,67.67110155
994,7,1,1,1,0,73.93726672
1006,12,1,0,0,1,70.37446833
102,4,0,1,1,0,18.2732819
987,11,1,0,0,0,68.79384457
998,13,1,0,0,0,68.12187357
992,8,1,1,0,1,70.48483869
1001,12,1,1,0,0,67.02216322
98,5,0,0,0,0,15.2418527
1017,6,1,1,0,1,75.99169471
1009,7,1,1,0,0,73.10135912
995,12,1,1,0,0,66.6475811
977,9,1,0,0,0,69.19437141
991,9,1,0,0,0,71.08397864
1002,8,1,1,0,1,72.17546487
1027,10,1,1,0,0,71.86560443
999,9,1,1,0,0,70.28726736
104,4,0,1,0,1,16.32572693
1016,8,1,1,0,0,72.82174597
975,15,1,1,0,1,62.05906154
102,2,0,1,0,0,16.77663523
1007,11,1,1,0,0,68.19472851
98,2,0,1,0,0,16.04515446
997,8,1,1,0,1,71.81679425
985,11,1,0,0,1,68.96812984
998,10,1,0,0,0,70.02881795
96,6,0,1,0,0,12.98289351
994,9,1,0,1,0,94.20894586
1001,11,1,1,0,0,69.04111538
1014,9,1,0,0,0,72.89601692
992,12,1,1,0,1,67.1986423
1004,6,1,1,1,1,77.18422467
94,3,0,0,0,1,18.76407077
1030,9,1,1,0,0,73.26529674
109,3,0,0,0,1,18.82422341
985,11,1,1,0,0,65.24302113
1031,8,1,1,0,0,75.06694935
1026,12,1,0,0,0,72.33115014
1029,10,1,0,0,0,72.87183228
1009,11,1,1,0,0,69.12620313
985,6,1,1,0,0,71.50183215
1019,9,1,1,0,1,73.28873189
959,11,1,1,0,1,64.18219391
1034,11,1,1,0,0,71.54136611
985,13,1,1,0,0,65.18203925
982,7,1,1,0,1,71.82514657
1023,8,1,1,0,0,73.3459248
1028,13,1,0,0,0,70.98983386
1012,7,1,1,0,0,74.51842412
995,11,1,0,0,0,70.76436925
995,9,1,1,0,0,69.70702187
987,10,1,1,0,0,67.35168077
1011,7,1,1,0,0,73.06509005
1028,11,1,0,0,1,74.19813182
996,8,1,1,0,0,70.3992855
1001,10,1,1,0,1,70.0109305
987,11,1,1,0,0,66.93294436
980,6,1,1,0,1,71.28091689
1058,11,1,1,0,0,74.83667728
999,10,1,0,0,0,71.25023316
1010,9,1,1,0,0,70.49651897
1045,13,1,1,0,0,72.2044459
992,14,1,1,0,1,65.2568781
100,2,0,1,0,0,16.32860758
1017,9,1,0,0,0,74.4998752
103,2,0,1,0,0,16.53020172
994,9,1,1,0,0,69.30446058
1011,7,1,1,0,0,73.79707464
980,11,1,1,0,0,66.22601997
981,10,1,1,0,1,69.02119845
993,13,1,1,1,1,69.12076546
97,3,0,1,0,0,15.81005421
989,12,1,1,0,0,65.64718206
99,5,0,1,0,1,14.25449178
1017,9,1,0,0,0,74.0973348
96,3,0,1,0,0,14.56480182
1022,7,1,1,0,0,74.22772833
100,5,0,1,0,0,13.69977485
981,9,1,1,0,0,67.27839708
93,3,0,1,1,0,18.20401229
997,6,1,1,0,0,73.02707752
1010,10,1,1,0,0,70.3775299
995,11,1,1,0,0,66.73386926
96,5,0,1,0,1,15.13891256
96,4,0,1,1,0,18.08174003
995,11,1,0,0,0,68.47382946
990,9,1,0,0,1,72.09812344
1035,11,1,1,0,0,71.95280387
991,12,1,1,0,1,67.00247184
968,10,1,1,0,0,66.12995373
1014,9,1,1,0,1,72.79599886
984,13,1,0,0,1,67.54646361
98,2,0,1,0,0,17.55495874
95,3,0,1,0,1,15.8958312
1018,14,1,1,0,0,66.98478643
101,4,0,1,0,0,14.45667254
970,8,1,0,0,0,69.73992903
947,9,1,1,1,0,67.37244595
110,2,0,1,0,0,16.4600441
986,11,1,1,0,1,67.72189302
976,11,1,1,0,0,64.68211969
97,3,0,1,0,0,15.14022863
990,6,1,0,0,0,74.01425244
980,9,1,1,0,1,68.85684212
93,2,0,1,0,1,17.96962574
1009,12,1,1,0,0,68.61663703
995,11,1,1,0,1,68.55731378
986,11,1,1,0,0,65.86720679
1019,10,1,0,0,0,73.44427615
949,15,1,0,0,0,61.14944942
996,11,1,0,0,1,71.91279454
1035,13,1,0,0,0,72.17415317
1020,10,1,1,0,0,72.12737421
978,10,1,1,0,0,66.38049104
983,8,1,0,0,1,72.33722573
974,15,1,1,0,0,60.42156085
96,3,0,1,0,0,16.2165819
98,3,0,1,0,0,15.91169746
991,10,1,0,0,0,69.57048189
106,4,0,1,0,0,14.23265721
1024,7,1,0,0,0,77.19453852
1019,8,1,1,0,1,73.87786202
94,4,0,1,0,0,13.47926045
1002,8,1,0,0,0,73.89385573
100,4,0,1,0,0,14.71485632
973,10,1,1,1,1,69.27308415
997,11,1,1,0,0,68.06901929
1041,9,1,1,0,0,73.27602999
1036,9,1,1,0,0,73.64093818
957,10,1,0,0,1,67.47469741
1013,10,1,0,0,0,72.63126682
1008,9,1,0,0,0,72.67894815
1010,11,1,1,0,0,69.10413639
974,12,1,1,1,1,68.06912821
991,10,1,0,0,0,69.42005171
102,4,0,1,0,0,14.74644809
105,5,0,1,0,1,15.65779201
1017,10,1,1,0,0,70.41529294
976,11,1,0,0,0,67.32117125
950,11,1,1,0,0,63.19453298
967,8,1,0,0,0,69.40327445
998,9,1,1,1,1,73.03532521
1015,11,1,1,0,0,69.61148809
1014,9,1,0,0,0,73.5680857
1040,10,1,0,0,0,74.85775221
990,8,1,0,0,0,71.76050001
998,8,1,0,0,0,72.33841843
1039,9,1,0,0,0,75.36230461
1001,11,1,1,1,0,70.83368313
1005,12,1,0,0,0,71.23302113
1003,6,1,0,0,0,75.43500015
1011,10,1,1,0,0,69.86389528
995,9,1,1,0,0,68.81861027
1050,7,1,0,0,0,80.23581734
98,2,0,1,0,0,16.88319302
1009,9,1,1,0,0,71.49159632
982,11,1,0,0,0,68.09553622
95,3,0,0,0,0,17.46866008
1022,11,1,0,0,1,73.93210914
1027,9,1,1,0,0,73.34807249
988,8,1,1,0,0,69.82243325
105,2,0,1,0,1,17.24066803
970,8,1,1,0,0,67.67670018
102,1,0,1,0,1,17.90018984
1025,8,1,1,0,1,75.78994706
995,14,1,0,0,0,66.8397066
990,11,1,0,0,1,70.11466818
994,14,1,0,1,1,90.57084395
1014,9,1,1,1,0,74.42557538
996,7,1,1,0,0,72.1052655
92,2,0,1,0,1,17.10438976
958,11,1,0,0,0,65.47978615
983,8,1,0,0,1,73.07535786
1003,15,1,1,0,0,64.72680909
106,2,0,1,0,0,16.47259476
1006,11,1,1,0,0,68.88274775
94,4,0,0,0,0,15.74970713
970,7,1,0,0,0,70.25246675
107,4,0,0,0,0,15.50378065
1004,8,1,1,0,0,71.36197062
90,4,0,1,0,1,14.8903663
1040,12,1,1,1,1,75.3429626
1005,9,1,1,0,0,70.54415354
1005,9,1,0,0,0,72.21501557
96,2,0,1,0,0,16.74149858
94,4,0,1,1,0,17.5986658
100,3,0,0,1,0,22.13676871
98,4,0,0,0,1,17.09492843
996,12,1,1,0,0,66.41568939
1018,7,1,1,0,0,73.19560491
1026,7,1,1,0,0,75.07973474
994,14,1,1,0,0,65.62115515
996,11,1,1,0,0,67.88882533
987,8,1,0,0,0,71.64561584
103,5,0,1,0,0,13.07032178
997,8,1,1,0,1,71.6937375
999,10,1,0,0,1,71.41680245
990,12,1,1,0,1,67.409854
1027,9,1,0,1,0,98.5386986
95,3,0,0,0,0,16.75645318
93,3,0,1,0,0,15.84505352
97,3,0,1,0,0,16.00295752
1012,9,1,1,0,1,71.94320832
1005,6,1,0,0,0,75.45405077
989,7,1,1,0,0,71.55715599
105,3,0,0,0,0,17.64565973
993,10,1,0,0,0,70.00106447
1016,14,1,1,0,1,68.16771875
1022,10,1,1,0,0,71.44558214
979,11,1,0,1,0,89.89108177
957,8,1,1,0,1,67.39814531
973,9,1,1,0,0,66.99823011
1014,8,1,1,0,0,73.50492766
1001,8,1,0,0,0,74.62367958
959,10,1,0,0,0,65.87721095
1030,11,1,1,0,0,71.99810003
995,9,1,1,1,0,72.17207243
994,9,1,1,0,1,70.55051059
979,13,1,1,0,1,64.32651685
991,11,1,0,0,0,68.73485784
978,12,1,0,0,0,67.99241806
992,9,1,1,0,0,69.37717259
993,12,1,1,0,0,65.70704784
987,9,1,1,0,0,68.08547238
1014,8,1,1,0,1,73.25778998
102,4,0,1,0,0,14.83136823
101,1,0,1,0,0,17.04905199
1042,12,1,1,0,0,71.95040679
962,9,1,0,0,0,67.975843
1010,13,1,1,0,0,67.8478049
101,2,0,1,0,0,16.71578258
95,1,0,1,0,0,17.60708734
93,2,0,1,0,1,17.25724602
113,5,0,0,0,0,16.39017091
979,11,1,1,0,1,66.44812482
1041,11,1,1,0,0,73.1551271
1007,9,1,1,0,0,71.31996643
1041,13,1,0,0,0,72.55497693
970,11,1,1,0,0,64.98414033
1008,12,1,0,0,0,70.11370659
1014,12,1,1,0,0,67.99908542
997,12,1,1,0,0,66.89364108
1046,11,1,1,1,0,75.98547484
1019,11,1,0,0,0,71.48936472
90,3,0,1,0,1,16.03820803
108,2,0,1,0,1,16.94234492
106,4,0,1,0,0,14.9728485
99,3,0,0,0,1,17.39874171
1004,11,1,1,0,0,68.55291094
993,8,1,1,0,0,69.63615765
978,10,1,1,0,1,67.65600278
996,6,1,1,0,0,73.01945858
98,6,0,1,0,1,12.8911343
1020,9,1,0,0,0,73.78157124
102,4,0,1,0,0,15.54022933
100,5,0,0,0,0,14.60537785
1020,8,1,1,0,1,74.04018279
967,10,1,0,0,0,67.1172026
986,11,1,1,0,0,67.05522512
98,3,0,1,0,0,15.37586937
971,11,1,0,0,0,67.78529647
1026,9,1,1,0,0,72.78746189
88,3,0,0,0,1,17.83947218
101,3,0,1,0,0,14.70600316
1024,11,1,0,1,0,96.14379042
992,14,1,1,0,1,64.53413043
1024,11,1,1,0,0,71.05794177
103,4,0,1,0,0,14.37222177
955,13,1,1,0,1,62.33778034
98,1,0,1,0,0,17.49885182
1011,9,1,0,1,0,96.32662895
1006,13,1,1,0,0,66.43084305
91,3,0,1,1,0,18.2652354
994,6,1,1,0,1,74.0150974
994,11,1,0,0,1,69.76086148
998,9,1,1,0,0,69.24563365
1027,8,1,1,0,0,74.44931001
102,3,0,0,0,0,18.02351313
993,10,1,1,0,0,67.3166175
98,6,0,1,0,0,11.89298387
996,11,1,0,0,0,68.96860238
1004,8,1,1,0,1,72.34296359
101,3,0,1,0,0,14.70213351
960,12,1,1,0,0,63.21380335
1009,12,1,0,0,0,70.18004769
982,7,1,1,0,1,70.7167688
969,10,1,0,0,0,67.93858639
1008,11,1,1,0,0,68.81342237
96,4,0,1,1,1,17.74255327
999,9,1,1,0,0,70.13202324
982,9,1,1,0,0,68.10299242
1007,12,1,1,0,1,69.47848089
990,11,1,0,0,0,68.47763702
1014,8,1,1,0,0,73.36483665
99,2,0,1,0,0,15.40086012
105,4,0,1,0,0,15.32508961
94,3,0,0,0,0,17.39840174
965,12,1,1,0,1,64.71227662
103,2,0,1,0,1,17.2782855
997,13,1,1,0,0,65.85086739
987,10,1,0,0,0,69.73815366
985,9,1,1,0,0,68.99167498
90,3,0,0,0,0,16.89473176
992,12,1,1,1,1,69.65219463
990,10,1,1,1,0,71.4985967
966,10,1,0,1,0,89.80007602
96,3,0,0,0,1,18.74690723
1017,12,1,0,0,0,70.59178967
976,8,1,1,0,0,68.3957755
998,13,1,0,0,0,68.43459893
1023,12,1,0,0,0,70.86325522
990,12,1,1,0,0,66.27690055
95,3,0,0,0,0,17.29125539
98,3,0,1,0,0,15.06013959
969,9,1,1,0,0,66.21995273
1007,13,1,1,0,0,66.70006706
1015,11,1,1,0,0,69.27621418
1036,9,1,1,0,0,74.4074702
1013,11,1,1,0,0,70.19088305
103,5,0,1,0,0,13.57111559
1007,10,1,1,0,1,71.701246
1014,12,1,1,0,0,68.46211958
971,10,1,1,0,1,67.0336383
98,3,0,1,0,0,15.86352967
1029,12,1,1,0,0,69.93553818
994,9,1,1,0,0,69.52861241
995,9,1,1,0,1,70.11407004
998,11,1,1,0,0,68.11458091
1044,10,1,0,0,0,76.08259471
1018,9,1,1,0,0,73.00724846
1003,8,1,1,0,0,71.61671529
97,3,0,1,1,0,18.66004081
954,12,1,0,0,1,65.3263893
1011,9,1,1,1,1,74.85627761
1011,6,1,0,0,1,77.50953532
990,11,1,1,0,0,66.89982778
93,1,0,1,0,1,18.41909993
1008,11,1,0,0,0,70.67966976
990,11,1,1,0,1,68.08371331
98,4,0,1,0,1,15.42598634
960,11,1,1,0,0,64.7201697
983,15,1,0,1,0,87.07857351
96,3,0,1,0,0,16.05471102
106,3,0,0,1,1,23.82241479
98,2,0,1,1,0,19.15496834
1022,13,1,1,1,0,71.71081929
1028,10,1,1,0,0,71.10884026
970,9,1,1,0,0,67.58559815
1000,13,1,1,0,0,64.83173864
1010,8,1,1,0,1,73.06775043
98,4,0,1,0,0,14.96197007
1031,7,1,1,0,0,75.77673762
990,10,1,1,0,0,67.63638628
990,10,1,1,0,0,68.20443221
1002,9,1,1,0,0,70.70440828
91,5,0,0,1,1,20.28451427
962,9,1,1,0,0,65.66279847
104,3,0,1,0,0,15.86536577
1013,8,1,1,0,0,73.04059125
1041,8,1,1,1,0,78.76387111
101,5,0,0,0,1,17.03207288
963,9,1,0,0,1,69.1490796
994,10,1,0,0,1,71.11049502
975,10,1,1,0,1,67.18243362
1000,10,1,0,0,1,72.83434431
101,4,0,1,0,1,15.35967157
1003,11,1,1,0,1,69.59564104
99,1,0,1,1,1,21.79358372
1027,9,1,0,0,0,74.87400742
961,10,1,1,0,0,65.42748607
105,4,0,0,0,0,16.42864246
971,11,1,1,0,0,65.25778289
981,8,1,1,0,0,69.53061288
98,3,0,1,0,0,15.32975525
1005,12,1,1,0,1,68.69364932
1011,8,1,1,0,0,72.12080024
973,13,1,1,0,0,62.44851724
990,11,1,0,0,1,70.30172971
106,3,0,1,0,0,15.73979532
105,4,0,1,0,0,13.90841394
986,12,1,1,0,0,65.60801092
983,9,1,1,0,0,69.10225082
1030,13,1,0,0,0,70.87383973
1006,8,1,0,0,0,74.07258508
98,4,0,1,0,0,15.18029307
1011,13,1,1,0,0,66.42604629
1009,8,1,1,0,0,72.51090567
978,11,1,1,0,1,66.49484748
87,3,0,1,0,0,15.29247379
1006,8,1,1,0,0,71.13967631
967,10,1,1,1,0,68.76051598
1024,11,1,1,0,0,70.47752186
991,9,1,1,0,0,68.87345015
103,4,0,0,0,0,16.27414311
995,11,1,1,0,0,67.8236673
1004,10,1,0,0,0,71.62866821
993,11,1,1,1,1,71.43361027
953,11,1,1,0,0,63.63601719
1004,11,1,1,0,0,69.13654186
1014,11,1,1,0,1,70.95174877
980,11,1,1,0,0,65.28106574
1011,8,1,1,0,0,72.24526229
999,10,1,1,0,0,68.97492982
990,13,1,0,0,1,67.44003861
1008,12,1,0,0,0,70.11233786
94,2,0,0,0,1,18.92788254
982,10,1,1,0,0,66.30177066
1018,6,1,1,0,0,75.34835608
983,11,1,1,0,0,65.8218344
101,4,0,1,0,0,14.64556291
1017,12,1,1,0,0,68.74777944
1019,9,1,1,0,0,72.0493916
1026,10,1,1,0,0,71.51720361
978,11,1,0,0,0,67.71941109
1036,10,1,1,0,0,72.09695687
993,13,1,1,0,1,65.47971275
1011,10,1,1,0,1,71.14628641
1012,11,1,1,0,1,70.92817016
1012,10,1,0,0,1,73.62433676
1028,9,1,1,0,0,72.71791827
104,4,0,0,0,0,16.73975446
976,8,1,1,0,0,68.99249071
986,13,1,1,0,0,65.12853663
103,2,0,0,0,1,19.64158479
1031,11,1,1,0,0,71.15918922
1024,10,1,1,1,1,76.17029852
102,2,0,1,0,0,16.47475645
1004,11,1,1,0,0,67.79523649
976,9,1,1,0,0,66.76284486
995,10,1,0,0,0,69.3754776
1015,12,1,1,0,0,68.79645621
1006,13,1,0,1,1,92.96559765
1002,12,1,0,0,1,70.58936161
94,3,0,0,0,1,18.53014244
93,3,0,1,0,1,16.3270497
100,6,0,1,0,0,12.1394919
969,10,1,0,0,1,68.94536091
105,3,0,1,0,0,15.93643536
1023,10,1,1,0,1,72.7268716
997,13,1,1,0,0,66.18047938
102,3,0,1,0,0,16.07920927
100,2,0,1,0,0,15.92419663
1007,11,1,1,1,0,71.54837308
1011,10,1,1,0,0,70.11520765
104,2,0,0,0,0,18.4957526
997,12,1,1,0,0,67.5841165
1051,9,1,1,0,1,76.23793395
98,3,0,1,0,0,15.82413328
100,3,0,1,0,1,16.70042797
1004,9,1,0,0,1,73.52211156
1002,9,1,1,0,1,71.50673466
1000,14,1,1,0,0,64.29808336
1005,12,1,1,0,0,66.80411808
1041,13,1,1,0,0,70.74898094
1025,11,1,1,0,0,71.45682608
100,1,0,0,1,0,24.61112588
103,2,0,1,0,0,17.20627626
1004,10,1,1,0,0,69.14375262
990,10,1,1,0,1,68.24607079
996,10,1,1,0,1,70.52818943
1001,8,1,1,0,0,70.33250087
1009,9,1,1,0,0,71.66667986
992,10,1,0,0,1,71.63269346
971,11,1,1,0,0,64.85312242
103,3,0,1,0,0,15.82076806
96,4,0,1,0,1,14.98902932
1013,10,1,1,0,0,70.21748886
1014,8,1,1,0,1,73.28332582
1002,9,1,1,0,0,69.73336124
97,4,0,1,0,0,15.28209979
1009,11,1,1,0,0,69.19912766
1000,8,1,0,0,0,72.93513432
999,11,1,0,0,0,69.90760574
101,3,0,1,0,0,14.94167563
101,4,0,1,0,1,15.52156743
1020,9,1,0,0,0,74.65323965
1010,15,1,0,0,1,67.23952762
105,3,0,1,0,0,15.95599917
95,3,0,1,0,0,15.87533921
986,8,1,1,0,0,68.95084635
983,10,1,1,0,1,67.50535035
995,9,1,0,0,1,72.53015391
102,3,0,1,0,1,16.46204076
995,10,1,1,0,0,68.16555951
1018,8,1,0,0,1,76.10146175
1032,9,1,0,1,1,100.7671248
997,10,1,1,1,0,70.86076539
97,3,0,1,1,1,20.09650482
1012,9,1,0,0,1,74.09128844
993,8,1,1,0,0,70.45221113
1013,12,1,1,0,0,68.69191645
1010,12,1,1,0,1,69.80821937
995,7,1,1,0,1,72.00983579
971,12,1,1,0,1,64.91489747
1005,11,1,0,0,0,71.36626469
958,10,1,0,0,0,66.29024983
955,6,1,0,0,1,70.67298444
101,3,0,0,0,0,16.67791453
1014,9,1,1,0,1,72.98418835
1009,9,1,0,0,0,72.56644386
998,10,1,0,0,0,70.13475449
1012,9,1,0,0,1,74.73708273
1007,9,1,0,0,0,72.20225127
1014,8,1,1,0,1,73.44224603
992,11,1,1,0,0,67.50418103
102,3,0,1,0,0,15.80179475
1001,11,1,0,0,0,69.21968092
1010,12,1,0,0,0,70.63360983
1008,12,1,1,0,1,69.0698873
1006,9,1,1,0,1,71.32453252
1002,13,1,0,0,0,68.04526763
102,5,0,1,0,1,14.56099864
989,12,1,1,0,0,65.88321954
92,3,0,1,0,1,16.42039597
988,13,1,0,1,0,90.10337873
995,6,1,0,0,0,74.53606609
1015,8,1,1,0,1,73.6647044
985,10,1,0,0,0,70.21995898
1029,12,1,0,0,0,72.18529006
97,4,0,0,0,0,16.42968395
97,4,0,0,0,0,16.20427949
90,4,0,1,0,0,13.34725859
973,9,1,0,0,0,67.71823434
97,2,0,1,0,0,15.87721306
1005,13,1,1,0,1,68.04689908
1040,10,1,1,0,0,73.19673686
1007,9,1,1,0,0,71.30248108
983,13,1,1,0,1,64.4430141
1003,8,1,1,0,0,71.60804595
1007,11,1,1,0,1,69.16885841
1054,6,1,1,0,1,79.96625807
96,3,0,1,0,1,17.68834515
1017,13,1,0,0,0,69.41619307
87,4,0,1,0,1,14.6623387
1027,11,1,1,0,0,71.51406802
103,3,0,1,0,0,15.3403349
103,2,0,0,0,1,20.4897383
1006,12,1,1,0,1,68.23189618
92,5,0,0,0,0,15.36035846
102,3,0,0,0,1,18.34603285
103,1,0,0,0,0,19.07309188
982,14,1,1,0,0,63.29949229
1037,14,1,1,0,0,68.18933572
979,10,1,1,1,1,70.62599304
99,3,0,1,0,0,15.1061499
980,13,1,1,0,1,63.93513697
101,5,0,1,0,0,13.10317616
985,13,1,1,0,0,65.11116365
1027,7,1,0,0,0,76.42420453
109,3,0,1,0,0,15.04880585
1000,12,1,1,0,1,68.5552916
981,8,1,1,0,1,69.65793234
999,8,1,1,0,0,70.41681826
975,11,1,1,1,1,69.76225554
997,7,1,1,0,1,73.01244313
983,9,1,1,0,0,68.40037277
995,9,1,1,0,0,69.968583
99,4,0,1,0,0,15.67936403
98,4,0,1,0,0,14.09552956
1005,9,1,1,0,0,70.86817641
1024,12,1,1,0,0,69.34310648
1009,11,1,1,0,1,69.8546011
1008,11,1,1,0,0,68.6775721
1015,12,1,1,0,0,68.12606722
90,2,0,0,0,0,17.69683927
1022,9,1,1,0,0,72.35109729
107,3,0,1,0,0,16.0169669
97,3,0,0,0,1,17.79906222
977,13,1,1,0,1,64.43789984
82,2,0,0,0,0,18.52594668
981,7,1,1,0,0,69.92417577
993,11,1,0,0,0,69.00291457
106,5,0,0,0,0,16.29957055
100,3,0,1,0,0,15.19621551
1024,9,1,1,0,0,72.5505973
977,10,1,1,1,1,70.11066091
95,2,0,1,0,0,16.34024292
1011,10,1,0,0,0,71.72537466
103,2,0,1,0,0,16.2901083
979,6,1,1,1,0,73.95498004
998,14,1,1,0,0,65.11072728
991,13,1,1,1,1,68.13320872
100,1,0,0,1,0,24.84586322
89,3,0,0,0,0,18.18432825
1006,8,1,1,0,0,72.31730913
1005,6,1,1,0,0,73.5430509
103,1,0,0,0,0,20.43599591
994,12,1,1,0,0,66.43225132
1008,5,1,0,0,1,77.61216508
103,3,0,1,0,1,16.46769944
1041,13,1,0,0,0,72.71201458
1002,11,1,1,0,0,68.29715161
99,4,0,1,1,1,18.19710897
999,6,1,0,1,0,98.26635293
973,8,1,1,0,1,68.76334068
91,3,0,0,0,0,16.76543352
971,10,1,0,0,0,68.718147
1011,10,1,0,0,1,73.10770249
1028,9,1,0,0,1,76.34514656
101,3,0,1,0,1,17.18812101
95,3,0,0,0,0,17.11516464
96,2,0,0,0,0,18.1753344
99,4,0,1,0,0,14.8268131
992,10,1,1,0,0,68.31390341
1014,10,1,0,0,0,73.37300956
975,11,1,1,0,0,65.27399915
102,3,0,1,0,0,16.40244182
990,9,1,1,0,0,69.34221657
1001,10,1,1,0,1,71.01115283
993,11,1,1,0,0,66.94914812
985,9,1,1,0,0,68.4026152
986,6,1,1,0,0,71.81793905
1014,13,1,1,1,0,70.73888875
1015,12,1,0,0,0,70.70792226
1005,8,1,1,1,1,75.15746418
1003,10,1,1,1,1,73.7537783
95,3,0,0,0,0,18.46053837
1029,4,1,0,0,0,80.00994165
984,6,1,1,0,0,71.37221115
1007,7,1,1,0,0,73.38228205
1001,8,1,1,0,0,70.6725408
955,10,1,1,0,0,64.42264384
98,3,0,1,0,0,15.69057032
992,10,1,0,0,0,69.86340705
996,10,1,1,0,0,68.10785024
992,8,1,0,0,0,71.81404695
974,10,1,0,0,1,69.04589756
988,12,1,1,0,0,65.18556378
946,9,1,0,1,1,89.0801748
1003,9,1,1,0,1,71.34601646
1013,10,1,0,0,0,72.74159453
93,1,0,1,0,0,16.84626299
990,12,1,1,0,0,66.06742473
98,2,0,1,0,1,17.74373178
977,10,1,0,0,0,68.26064302
1007,10,1,1,1,0,73.03895949
1011,8,1,1,0,0,72.41888708
1018,12,1,1,0,0,68.77549723
103,2,0,1,1,0,19.31789096
98,1,0,0,0,0,19.74675312
1008,11,1,1,0,1,69.65422382
1020,11,1,1,1,0,73.31167605
98,2,0,1,0,0,16.20224781
1015,9,1,1,0,0,70.90917678
980,9,1,1,0,1,68.00996761
996,10,1,1,0,1,69.61266124
1018,12,1,1,0,0,69.12491134
955,11,1,1,0,0,63.6354767
1003,12,1,1,0,0,67.03555172
100,3,0,1,1,1,19.41038364
1012,9,1,1,0,0,71.49130941
983,12,1,1,0,1,66.66417216
98,5,0,1,1,0,16.74073762
1014,10,1,0,0,1,73.10775386
